Ensembl Gene ID	Ensembl Transcript ID	dN	dS
ENSG00000165583	ENST00000311798	0.67990	1.42440
ENSG00000165583	ENST00000403001	0.67990	1.42440
ENSG00000165583	ENST00000347757	0.67990	1.42440
ENSG00000165583	ENST00000613884	0.67990	1.42440
ENSG00000165583	ENST00000376923	0.67270	1.31820
ENSG00000165583	ENST00000311798	0.67270	1.31820
ENSG00000165583	ENST00000403001	0.67270	1.31820
ENSG00000165583	ENST00000347757	0.67270	1.31820
ENSG00000165583	ENST00000613884	0.67270	1.31820
ENSG00000165583	ENST00000376923	0.65000	1.33370
ENSG00000165583	ENST00000311798	0.65000	1.33370
ENSG00000165583	ENST00000403001	0.65000	1.33370
ENSG00000165583	ENST00000347757	0.65000	1.33370
ENSG00000165583	ENST00000613884	0.65000	1.33370
ENSG00000165583	ENST00000376923	0.67430	1.54290
ENSG00000165583	ENST00000311798	0.67430	1.54290
ENSG00000165583	ENST00000403001	0.67430	1.54290
ENSG00000165583	ENST00000347757	0.67430	1.54290
ENSG00000165583	ENST00000613884	0.67430	1.54290
ENSG00000260538	ENST00000563373		
ENSG00000104671	ENST00000221114	0.01730	0.78190
ENSG00000104671	ENST00000522141	0.01730	0.78190
ENSG00000104671	ENST00000522540	0.01730	0.78190
ENSG00000104671	ENST00000520829	0.01730	0.78190
ENSG00000104671	ENST00000523666	0.01730	0.78190
ENSG00000104671	ENST00000519830	0.01730	0.78190
ENSG00000101400	ENST00000217381	0.03700	0.59260
ENSG00000228691	ENST00000486872		
ENSG00000228691	ENST00000467620		
ENSG00000228691	ENST00000495201		
ENSG00000228691	ENST00000495464		
ENSG00000228691	ENST00000423382		
ENSG00000196368	ENST00000375992	0.01970	1.28680
ENSG00000196368	ENST00000375992	0.01970	1.32650
ENSG00000230357	ENST00000429165		
ENSG00000167360	ENST00000300778	0.10080	0.64870
ENSG00000167360	ENST00000300778	0.09380	0.68570
ENSG00000224292	ENST00000445586		
ENSG00000181544	ENST00000324138	0.40010	0.49750
ENSG00000181544	ENST00000452869	0.40010	0.49750
ENSG00000181544	ENST00000489126	0.40010	0.49750
ENSG00000181544	ENST00000398334	0.40010	0.49750
ENSG00000220212	ENST00000405102		
ENSG00000240898	ENST00000486753		
ENSG00000205339	ENST00000379719	0.00260	0.40570
ENSG00000205339	ENST00000533233	0.00260	0.40570
ENSG00000205339	ENST00000527431	0.00260	0.40570
ENSG00000205339	ENST00000533680	0.00260	0.40570
ENSG00000205339	ENST00000528833	0.00260	0.40570
ENSG00000205339	ENST00000531235	0.00260	0.40570
ENSG00000205339	ENST00000530037	0.00260	0.40570
ENSG00000226323	ENST00000412014		
ENSG00000274882	ENST00000624011		
ENSG00000274882	ENST00000623709		
ENSG00000274882	ENST00000612030		
ENSG00000274882	ENST00000624110		
ENSG00000274882	ENST00000624639		
ENSG00000232708	ENST00000435780		
ENSG00000198791	ENST00000361272	0.00160	0.31860
ENSG00000198791	ENST00000518541	0.00160	0.31860
ENSG00000198791	ENST00000523917	0.00160	0.31860
ENSG00000198791	ENST00000519954	0.00160	0.31860
ENSG00000198791	ENST00000519918	0.00160	0.31860
ENSG00000198791	ENST00000522062	0.00160	0.31860
ENSG00000198791	ENST00000524358	0.00160	0.31860
ENSG00000198791	ENST00000519998	0.00160	0.31860
ENSG00000198791	ENST00000518021	0.00160	0.31860
ENSG00000198791	ENST00000520178	0.00160	0.31860
ENSG00000198791	ENST00000518885	0.00160	0.31860
ENSG00000198791	ENST00000523649	0.00160	0.31860
ENSG00000233167	ENST00000458319		
ENSG00000236039	ENST00000439046		
ENSG00000236039	ENST00000454003		
ENSG00000257950	ENST00000550383	0.22590	0.93230
ENSG00000226598	ENST00000451792		
ENSG00000231231	ENST00000414189		
ENSG00000231231	ENST00000436845		
ENSG00000236318	ENST00000419463		
ENSG00000232777	ENST00000450190		
ENSG00000255977	ENST00000544818		
ENSG00000279969	ENST00000625007		
ENSG00000225527	ENST00000433526		
ENSG00000180182	ENST00000324817	0.01620	0.36960
ENSG00000180182	ENST00000416199	0.01620	0.36960
ENSG00000180182	ENST00000433003	0.01620	0.36960
ENSG00000180182	ENST00000472736	0.01620	0.36960
ENSG00000180182	ENST00000496531	0.01620	0.36960
ENSG00000180182	ENST00000482034	0.01620	0.36960
ENSG00000180182	ENST00000492219	0.01620	0.36960
ENSG00000180182	ENST00000495865	0.01620	0.36960
ENSG00000180182	ENST00000463072	0.01620	0.36960
ENSG00000214434	ENST00000398317		
ENSG00000274920	ENST00000611451		
ENSG00000274920	ENST00000621759		
ENSG00000274920	ENST00000613816		
ENSG00000261451	ENST00000562242		
ENSG00000274788	ENST00000620686		
ENSG00000274788	ENST00000614877		
ENSG00000101350	ENST00000375712	0.00910	0.52600
ENSG00000004961	ENST00000321143	0.08250	0.54060
ENSG00000004961	ENST00000380763	0.08250	0.54060
ENSG00000004961	ENST00000380762	0.08250	0.54060
ENSG00000268955	ENST00000594215		
ENSG00000259279	ENST00000560769		
ENSG00000270171	ENST00000602640		
ENSG00000229826	ENST00000443639		
ENSG00000258970	ENST00000557025		
ENSG00000264301	ENST00000581211		
ENSG00000264301	ENST00000580867		
ENSG00000274394	ENST00000613587		
ENSG00000235679	ENST00000440882		
ENSG00000232263	ENST00000416044		
ENSG00000261206	ENST00000565815		
ENSG00000258786	ENST00000557651		
ENSG00000132205	ENST00000254528	0.15000	0.86480
ENSG00000132205	ENST00000308080	0.15000	0.86480
ENSG00000132205	ENST00000583776	0.15000	0.86480
ENSG00000233026	ENST00000433573		
ENSG00000167311	ENST00000397068	0.12100	0.57580
ENSG00000167311	ENST00000397067	0.12100	0.57580
ENSG00000167311	ENST00000359918	0.12100	0.57580
ENSG00000167311	ENST00000453353	0.12100	0.57580
ENSG00000167311	ENST00000425767	0.12100	0.57580
ENSG00000198798	ENST00000361644		
ENSG00000198798	ENST00000620842		
ENSG00000144550	ENST00000383832	0.00740	0.42470
ENSG00000144550	ENST00000383831	0.00740	0.42470
ENSG00000144550	ENST00000491802	0.00740	0.42470
ENSG00000144550	ENST00000273027	0.00740	0.42470
ENSG00000144550	ENST00000613455	0.00740	0.42470
ENSG00000233358	ENST00000420572		
ENSG00000227138	ENST00000441805		
ENSG00000171867	ENST00000379440	0.05650	0.74570
ENSG00000171867	ENST00000430350	0.05650	0.74570
ENSG00000171867	ENST00000424424	0.05650	0.74570
ENSG00000171867	ENST00000457586	0.05650	0.74570
ENSG00000157399	ENST00000381134		
ENSG00000157399	ENST00000438544		
ENSG00000157399	ENST00000483425		
ENSG00000157399	ENST00000496095		
ENSG00000157399	ENST00000545496		
ENSG00000157399	ENST00000540563		
ENSG00000005001	ENST00000161006	0.14360	0.79250
ENSG00000005001	ENST00000571228	0.14360	0.79250
ENSG00000005001	ENST00000575164	0.14360	0.79250
ENSG00000005001	ENST00000576381	0.14360	0.79250
ENSG00000005001	ENST00000572061	0.14360	0.79250
ENSG00000005001	ENST00000574768	0.14360	0.79250
ENSG00000005001	ENST00000577177	0.14360	0.79250
ENSG00000005001	ENST00000570950	0.14360	0.79250
ENSG00000232106	ENST00000451857		
ENSG00000232106	ENST00000457429		
ENSG00000232106	ENST00000620772		
ENSG00000232106	ENST00000620562		
ENSG00000232106	ENST00000612773		
ENSG00000225384	ENST00000445763		
ENSG00000276473	ENST00000616204		
ENSG00000225218	ENST00000431150		
ENSG00000270739	ENST00000604305		
ENSG00000253451	ENST00000520681		
ENSG00000263609	ENST00000580507		
ENSG00000263609	ENST00000578977		
ENSG00000263609	ENST00000579836		
ENSG00000078142	ENST00000262039	0.00980	0.71110
ENSG00000078142	ENST00000398870	0.00980	0.71110
ENSG00000078142	ENST00000586545	0.00980	0.71110
ENSG00000078142	ENST00000590220	0.00980	0.71110
ENSG00000078142	ENST00000585528	0.00980	0.71110
ENSG00000078142	ENST00000591011	0.00980	0.71110
ENSG00000078142	ENST00000589550	0.00980	0.71110
ENSG00000078142	ENST00000593098	0.00980	0.71110
ENSG00000078142	ENST00000590013	0.00980	0.71110
ENSG00000078142	ENST00000597477	0.00980	0.71110
ENSG00000078142	ENST00000589056	0.00980	0.71110
ENSG00000078142	ENST00000587402	0.00980	0.71110
ENSG00000078142	ENST00000588631	0.00980	0.71110
ENSG00000078142	ENST00000587261	0.00980	0.71110
ENSG00000078142	ENST00000588156	0.00980	0.71110
ENSG00000078142	ENST00000587328	0.00980	0.71110
ENSG00000259530	ENST00000561182		
ENSG00000273353	ENST00000610217		
ENSG00000240980	ENST00000474561		
ENSG00000266498	ENST00000584952		
ENSG00000259616	ENST00000559783		
ENSG00000275463	ENST00000615641		
ENSG00000275463	ENST00000613032		
ENSG00000275463	ENST00000622684		
ENSG00000275463	ENST00000613933		
ENSG00000275463	ENST00000621522		
ENSG00000275463	ENST00000617081		
ENSG00000275463	ENST00000618705		
ENSG00000275463	ENST00000614225		
ENSG00000275463	ENST00000621020		
ENSG00000275463	ENST00000619122		
ENSG00000264981	ENST00000578659		
ENSG00000197183	ENST00000359676	0.01890	0.55300
ENSG00000197183	ENST00000475781	0.01890	0.55300
ENSG00000197183	ENST00000326071	0.01890	0.55300
ENSG00000197183	ENST00000375677	0.01890	0.55300
ENSG00000197183	ENST00000375678	0.01890	0.55300
ENSG00000197183	ENST00000201961	0.01890	0.55300
ENSG00000197183	ENST00000419612	0.01890	0.55300
ENSG00000197183	ENST00000470428	0.01890	0.55300
ENSG00000197183	ENST00000485364	0.01890	0.55300
ENSG00000197183	ENST00000621426	0.01890	0.55300
ENSG00000197183	ENST00000616976	0.01890	0.55300
ENSG00000230088	ENST00000455284		
ENSG00000251501	ENST00000507410		
ENSG00000264187	ENST00000427497	0.25820	53.55760
ENSG00000241950	ENST00000486188		
ENSG00000212127	ENST00000537503	0.44980	0.70390
ENSG00000212127	ENST00000381852	0.44980	0.70390
ENSG00000212127	ENST00000537503	0.49410	0.65520
ENSG00000212127	ENST00000381852	0.49410	0.65520
ENSG00000212127	ENST00000537503	0.51440	0.64720
ENSG00000212127	ENST00000381852	0.51440	0.64720
ENSG00000212127	ENST00000537503	0.47330	0.73710
ENSG00000212127	ENST00000381852	0.47330	0.73710
ENSG00000212127	ENST00000537503	0.50310	0.84430
ENSG00000212127	ENST00000381852	0.50310	0.84430
ENSG00000212127	ENST00000537503	0.53760	0.62400
ENSG00000212127	ENST00000381852	0.53760	0.62400
ENSG00000212127	ENST00000537503	0.41390	0.81740
ENSG00000212127	ENST00000381852	0.41390	0.81740
ENSG00000212127	ENST00000537503	0.52070	0.75380
ENSG00000212127	ENST00000381852	0.52070	0.75380
ENSG00000212127	ENST00000537503	0.46800	0.74770
ENSG00000212127	ENST00000381852	0.46800	0.74770
ENSG00000212127	ENST00000537503	0.48940	0.74010
ENSG00000212127	ENST00000381852	0.48940	0.74010
ENSG00000212127	ENST00000537503	0.47400	0.84530
ENSG00000212127	ENST00000381852	0.47400	0.84530
ENSG00000231649	ENST00000434692		
ENSG00000250377	ENST00000508719		
ENSG00000050344	ENST00000056233	0.18470	0.49170
ENSG00000050344	ENST00000607375	0.18470	0.49170
ENSG00000050344	ENST00000606261	0.18470	0.49170
ENSG00000105088	ENST00000264833	0.01820	1.18260
ENSG00000105088	ENST00000590841	0.01820	1.18260
ENSG00000105088	ENST00000592448	0.01820	1.18260
ENSG00000105088	ENST00000593091	0.01820	1.18260
ENSG00000105088	ENST00000590410	0.01820	1.18260
ENSG00000225643	ENST00000412797		
ENSG00000256844	ENST00000502742		
ENSG00000113494	ENST00000231423	0.20750	0.47830
ENSG00000113494	ENST00000513753	0.20750	0.47830
ENSG00000113494	ENST00000397391	0.20750	0.47830
ENSG00000113494	ENST00000348262	0.20750	0.47830
ENSG00000113494	ENST00000618625	0.20750	0.47830
ENSG00000113494	ENST00000618457	0.20750	0.47830
ENSG00000113494	ENST00000508107	0.20750	0.47830
ENSG00000113494	ENST00000511486	0.20750	0.47830
ENSG00000113494	ENST00000310101	0.20750	0.47830
ENSG00000113494	ENST00000509934	0.20750	0.47830
ENSG00000113494	ENST00000514206	0.20750	0.47830
ENSG00000113494	ENST00000509839	0.20750	0.47830
ENSG00000113494	ENST00000503330	0.20750	0.47830
ENSG00000113494	ENST00000504500	0.20750	0.47830
ENSG00000113494	ENST00000515839	0.20750	0.47830
ENSG00000113494	ENST00000619676	0.20750	0.47830
ENSG00000113494	ENST00000514088	0.20750	0.47830
ENSG00000113494	ENST00000509140	0.20750	0.47830
ENSG00000113494	ENST00000620785	0.20750	0.47830
ENSG00000113494	ENST00000542609	0.20750	0.47830
ENSG00000237057	ENST00000418821		
ENSG00000273325	ENST00000608926		
ENSG00000262332	ENST00000574883		
ENSG00000244099	ENST00000470993		
ENSG00000185264	ENST00000442538	0.20610	0.76970
ENSG00000185264	ENST00000402860	0.20610	0.76970
ENSG00000185264	ENST00000405091	0.20610	0.76970
ENSG00000185264	ENST00000381821	0.20610	0.76970
ENSG00000277050	ENST00000616999		
ENSG00000250637	ENST00000511619		
ENSG00000184571	ENST00000332271		
ENSG00000184571	ENST00000533313		
ENSG00000184571	ENST00000527701		
ENSG00000184571	ENST00000532537		
ENSG00000184571	ENST00000616349		
ENSG00000258537	ENST00000556617		
ENSG00000258537	ENST00000557625		
ENSG00000162078	ENST00000382280	0.85400	65.61290
ENSG00000162078	ENST00000570670	0.85400	65.61290
ENSG00000162078	ENST00000576423	0.85400	65.61290
ENSG00000162078	ENST00000573019	0.85400	65.61290
ENSG00000162078	ENST00000571723	0.85400	65.61290
ENSG00000162078	ENST00000572863	0.85400	65.61290
ENSG00000162078	ENST00000382280	0.84320	65.83890
ENSG00000162078	ENST00000570670	0.84320	65.83890
ENSG00000162078	ENST00000576423	0.84320	65.83890
ENSG00000162078	ENST00000573019	0.84320	65.83890
ENSG00000162078	ENST00000571723	0.84320	65.83890
ENSG00000162078	ENST00000572863	0.84320	65.83890
ENSG00000214688	ENST00000398786	0.19290	1.73010
ENSG00000214688	ENST00000441508	0.19290	1.73010
ENSG00000134873	ENST00000376873	0.03600	0.47720
ENSG00000134873	ENST00000299339	0.03600	0.47720
ENSG00000134873	ENST00000376855	0.03600	0.47720
ENSG00000204287	ENST00000395388		
ENSG00000204287	ENST00000374982		
ENSG00000215641	ENST00000400720		
ENSG00000215641	ENST00000417660		
ENSG00000215641	ENST00000487609		
ENSG00000215641	ENST00000430208		
ENSG00000215641	ENST00000495323		
ENSG00000215641	ENST00000471067		
ENSG00000215641	ENST00000486244		
ENSG00000204252	ENST00000229829	0.15640	0.79470
ENSG00000204252	ENST00000490305	0.15640	0.79470
ENSG00000204252	ENST00000485901	0.15640	0.79470
ENSG00000204252	ENST00000495532	0.15640	0.79470
ENSG00000204252	ENST00000374813	0.15640	0.79470
ENSG00000204252	ENST00000467465	0.15640	0.79470
ENSG00000204252	ENST00000450833	0.15640	0.79470
ENSG00000107140	ENST00000336395	0.03150	0.35850
ENSG00000107140	ENST00000498522	0.03150	0.35850
ENSG00000107140	ENST00000467424	0.03150	0.35850
ENSG00000107140	ENST00000463897	0.03150	0.35850
ENSG00000107140	ENST00000480077	0.03150	0.35850
ENSG00000107140	ENST00000620767	0.03150	0.35850
ENSG00000264956	ENST00000578881		
ENSG00000264956	ENST00000577956		
ENSG00000241476	ENST00000336777	0.87240	1.01330
ENSG00000241476	ENST00000337502	0.87240	1.01330
ENSG00000241476	ENST00000476392	0.87240	1.01330
ENSG00000241476	ENST00000610779	0.87240	1.01330
ENSG00000241476	ENST00000336777	0.67280	0.45130
ENSG00000241476	ENST00000337502	0.67280	0.45130
ENSG00000241476	ENST00000476392	0.67280	0.45130
ENSG00000241476	ENST00000610779	0.67280	0.45130
ENSG00000241476	ENST00000336777	0.86730	0.99190
ENSG00000241476	ENST00000337502	0.86730	0.99190
ENSG00000241476	ENST00000476392	0.86730	0.99190
ENSG00000241476	ENST00000610779	0.86730	0.99190
ENSG00000241476	ENST00000336777	0.83330	1.37660
ENSG00000241476	ENST00000337502	0.83330	1.37660
ENSG00000241476	ENST00000476392	0.83330	1.37660
ENSG00000241476	ENST00000610779	0.83330	1.37660
ENSG00000241476	ENST00000336777	0.80760	1.34400
ENSG00000241476	ENST00000337502	0.80760	1.34400
ENSG00000241476	ENST00000476392	0.80760	1.34400
ENSG00000241476	ENST00000610779	0.80760	1.34400
ENSG00000241476	ENST00000336777	0.74830	1.42220
ENSG00000241476	ENST00000337502	0.74830	1.42220
ENSG00000241476	ENST00000476392	0.74830	1.42220
ENSG00000241476	ENST00000610779	0.74830	1.42220
ENSG00000241476	ENST00000336777	0.83180	1.29620
ENSG00000241476	ENST00000337502	0.83180	1.29620
ENSG00000241476	ENST00000476392	0.83180	1.29620
ENSG00000241476	ENST00000610779	0.83180	1.29620
ENSG00000241476	ENST00000336777	0.69680	0.94430
ENSG00000241476	ENST00000337502	0.69680	0.94430
ENSG00000241476	ENST00000476392	0.69680	0.94430
ENSG00000241476	ENST00000610779	0.69680	0.94430
ENSG00000241476	ENST00000336777	0.75970	1.01900
ENSG00000241476	ENST00000337502	0.75970	1.01900
ENSG00000241476	ENST00000476392	0.75970	1.01900
ENSG00000241476	ENST00000610779	0.75970	1.01900
ENSG00000241476	ENST00000336777	0.85280	1.19290
ENSG00000241476	ENST00000337502	0.85280	1.19290
ENSG00000241476	ENST00000476392	0.85280	1.19290
ENSG00000241476	ENST00000610779	0.85280	1.19290
ENSG00000241476	ENST00000336777	0.84980	1.30410
ENSG00000241476	ENST00000337502	0.84980	1.30410
ENSG00000241476	ENST00000476392	0.84980	1.30410
ENSG00000241476	ENST00000610779	0.84980	1.30410
ENSG00000241476	ENST00000336777	0.85210	1.21360
ENSG00000241476	ENST00000337502	0.85210	1.21360
ENSG00000241476	ENST00000476392	0.85210	1.21360
ENSG00000241476	ENST00000610779	0.85210	1.21360
ENSG00000241476	ENST00000336777	0.82750	1.19530
ENSG00000241476	ENST00000337502	0.82750	1.19530
ENSG00000241476	ENST00000476392	0.82750	1.19530
ENSG00000241476	ENST00000610779	0.82750	1.19530
ENSG00000241476	ENST00000336777	0.82530	1.44050
ENSG00000241476	ENST00000337502	0.82530	1.44050
ENSG00000241476	ENST00000476392	0.82530	1.44050
ENSG00000241476	ENST00000610779	0.82530	1.44050
ENSG00000224920	ENST00000425494		
ENSG00000119396	ENST00000373840	0.00000	0.26810
ENSG00000119396	ENST00000451303	0.00000	0.26810
ENSG00000198258	ENST00000586895	0.00110	1.08100
ENSG00000198258	ENST00000358666	0.00110	1.08100
ENSG00000198258	ENST00000590068	0.00110	1.08100
ENSG00000198258	ENST00000589960	0.00110	1.08100
ENSG00000198258	ENST00000593087	0.00110	1.08100
ENSG00000198258	ENST00000588595	0.00110	1.08100
ENSG00000198258	ENST00000588141	0.00110	1.08100
ENSG00000198258	ENST00000589372	0.00110	1.08100
ENSG00000198258	ENST00000586895	0.01250	1.53380
ENSG00000198258	ENST00000358666	0.01250	1.53380
ENSG00000198258	ENST00000590068	0.01250	1.53380
ENSG00000198258	ENST00000589960	0.01250	1.53380
ENSG00000198258	ENST00000593087	0.01250	1.53380
ENSG00000198258	ENST00000588595	0.01250	1.53380
ENSG00000198258	ENST00000588141	0.01250	1.53380
ENSG00000198258	ENST00000589372	0.01250	1.53380
ENSG00000233309	ENST00000432491		
ENSG00000264304	ENST00000579673		
ENSG00000255272	ENST00000528779		
ENSG00000236824	ENST00000418539		
ENSG00000234096	ENST00000430351		
ENSG00000234096	ENST00000428719		
ENSG00000234096	ENST00000418693		
ENSG00000234096	ENST00000450851		
ENSG00000234096	ENST00000420045		
ENSG00000234096	ENST00000439634		
ENSG00000234096	ENST00000417019		
ENSG00000234096	ENST00000415546		
ENSG00000234096	ENST00000449096		
ENSG00000234096	ENST00000494200		
ENSG00000234096	ENST00000477504		
ENSG00000234096	ENST00000476989		
ENSG00000234096	ENST00000477366		
ENSG00000234096	ENST00000548017		
ENSG00000094841	ENST00000531704	0.07210	0.29480
ENSG00000094841	ENST00000373383	0.07210	0.29480
ENSG00000094841	ENST00000373379	0.07210	0.29480
ENSG00000094841	ENST00000462237	0.07210	0.29480
ENSG00000094841	ENST00000373373	0.07210	0.29480
ENSG00000094841	ENST00000530743	0.07210	0.29480
ENSG00000094841	ENST00000526850	0.07210	0.29480
ENSG00000094841	ENST00000474175	0.07210	0.29480
ENSG00000270690	ENST00000605455		
ENSG00000238176	ENST00000457804		
ENSG00000237682	ENST00000392722		
ENSG00000229069	ENST00000445456		
ENSG00000116497	ENST00000530710	0.17010	0.32570
ENSG00000116497	ENST00000373476	0.17010	0.32570
ENSG00000116497	ENST00000373475	0.17010	0.32570
ENSG00000116497	ENST00000529027	0.17010	0.32570
ENSG00000116497	ENST00000531123	0.17010	0.32570
ENSG00000116497	ENST00000356689	0.17010	0.32570
ENSG00000116497	ENST00000526230	0.17010	0.32570
ENSG00000116497	ENST00000531256	0.17010	0.32570
ENSG00000116497	ENST00000477248	0.17010	0.32570
ENSG00000116497	ENST00000482212	0.17010	0.32570
ENSG00000116497	ENST00000474103	0.17010	0.32570
ENSG00000116497	ENST00000530552	0.17010	0.32570
ENSG00000116497	ENST00000525203	0.17010	0.32570
ENSG00000116497	ENST00000524535	0.17010	0.32570
ENSG00000116497	ENST00000527692	0.17010	0.32570
ENSG00000116497	ENST00000475486	0.17010	0.32570
ENSG00000237833	ENST00000439300		
ENSG00000275206	ENST00000618886		
ENSG00000118965	ENST00000281405	0.03960	0.59900
ENSG00000118965	ENST00000345530	0.03960	0.59900
ENSG00000118965	ENST00000445063	0.03960	0.59900
ENSG00000118965	ENST00000414212	0.03960	0.59900
ENSG00000118965	ENST00000453014	0.03960	0.59900
ENSG00000118965	ENST00000494964	0.03960	0.59900
ENSG00000239345	ENST00000457695		
ENSG00000002016	ENST00000358495	0.18200	0.60110
ENSG00000002016	ENST00000228345	0.18200	0.60110
ENSG00000002016	ENST00000468231	0.18200	0.60110
ENSG00000002016	ENST00000481052	0.18200	0.60110
ENSG00000002016	ENST00000430095	0.18200	0.60110
ENSG00000002016	ENST00000488642	0.18200	0.60110
ENSG00000002016	ENST00000535376	0.18200	0.60110
ENSG00000002016	ENST00000542297	0.18200	0.60110
ENSG00000002016	ENST00000543912	0.18200	0.60110
ENSG00000002016	ENST00000461568	0.18200	0.60110
ENSG00000002016	ENST00000463750	0.18200	0.60110
ENSG00000002016	ENST00000536177	0.18200	0.60110
ENSG00000002016	ENST00000542584	0.18200	0.60110
ENSG00000002016	ENST00000545967	0.18200	0.60110
ENSG00000002016	ENST00000542785	0.18200	0.60110
ENSG00000002016	ENST00000397230	0.18200	0.60110
ENSG00000002016	ENST00000544742	0.18200	0.60110
ENSG00000002016	ENST00000541619	0.18200	0.60110
ENSG00000002016	ENST00000545564	0.18200	0.60110
ENSG00000002016	ENST00000539046	0.18200	0.60110
ENSG00000226896	ENST00000428598		
ENSG00000215353	ENST00000400117		
ENSG00000221869	ENST00000408965		
ENSG00000196166	ENST00000358138		
ENSG00000196166	ENST00000437935		
ENSG00000269813	ENST00000595107		
ENSG00000262090	ENST00000573021		
ENSG00000225030	ENST00000450469		
ENSG00000233082	ENST00000453798		
ENSG00000260041	ENST00000562822		
ENSG00000260041	ENST00000564102		
ENSG00000084092	ENST00000264230	0.16510	0.51230
ENSG00000260570	ENST00000563565		
ENSG00000172850	ENST00000477511		
ENSG00000172850	ENST00000474334		
ENSG00000172850	ENST00000462194		
ENSG00000172850	ENST00000482154		
ENSG00000172850	ENST00000483171		
ENSG00000172850	ENST00000383391		
ENSG00000172850	ENST00000482823		
ENSG00000226887	ENST00000454756		
ENSG00000226887	ENST00000443173		
ENSG00000226887	ENST00000440542		
ENSG00000125285	ENST00000376945	0.00140	0.73600
ENSG00000276172	ENST00000614283		
ENSG00000276172	ENST00000611569		
ENSG00000230910	ENST00000603261		
ENSG00000230910	ENST00000419979		
ENSG00000230910	ENST00000604392		
ENSG00000235426	ENST00000438554		
ENSG00000226144	ENST00000453803		
ENSG00000248966	ENST00000505813		
